age,income_pctl
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.125
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
20,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
21,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
22,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
23,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.375
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
24,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
25,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
26,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
27,0.600
